_id,text
175,선물환거래는 어떤 유형으로 구분되는가?
245,마찰적 실업이란 무엇인가?
828,"물가안정목표제는 언제 처음 도입되었고, 어떤 나라에 확산되었는가?"
667,금융중개지원대출제도의 주요 프로그램에는 어떤 것들이 있는가?
754,방카슈랑스란 무엇인가?
858,국민부담률이란 무엇인가?
154,선행종합지수란 무엇인가?
287,국부펀드란 무엇인가?
602,레버리지 활용시 주의해야 할 점은 무엇인가?
569,이 법에 대한 반응은 어땠는가?
743,전통적 핀테크의 역할은 무엇인가?
17,관리변동환율제도란 무엇인가?
127,화폐환수란 무엇인가?
322,인터넷전문은행이 소비자에게 제공하는 이점은 무엇인가?
255,상품수지란 무엇인가?
657,구매력평가설이 성립하는 가정을 설명해 줄 수 있는가?
964,왜 지급준비제도가 여전히 유용한가?
190,완화적 통화정책이 통화전쟁에 미치는 영향은 무엇인가?
115,자동안정화장치란 무엇인가?
616,지급결제 및 시장인프라 위원회는 어떤 조직인가?
606,기타 생산세는 무엇을 의미하는가?
180,운영리스크의 발생 요인은 무엇이 있는가?
301,죄수의 딜레마란 무엇인가?
759,전통적인 경제 성장 이론과 소득 주도 성장 이론의 차이는 무엇인가?
712,자발적 실업이 완전고용과 어떤 관계가 있는가?
723,구조적 이익률이란 무엇인가?
685,자본적지출이란 무엇인가?
979,금리스왑 스프레드란 무엇인가?
517,외환위기 이전과 이후의 구인배율은 어떻게 차이가 있는가?
984,대안정기의 주된 원인은 무엇인가?
45,에너지바우처제도란 무엇인가?
909,스왑레이트가 낮아지는 경우는 어떤 경우인가?
157,고용유발효과와 취업유발효과는 무엇인가?
851,한은금융망(BOK-Wire+)은 무엇인가?
171,평가절상이란 무엇인가?
16,매출액영업이익률이란 무엇인가?
511,선도계약과 선물의 차이점은 무엇인가?
48,국고금 실시간 전자이체란 무엇인가?
971,회계적 환위험이란 무엇인가요?
940,독점시장과 과점시장은 어떻게 구분되는가?
515,가계부실위험지수(HDRI)란 무엇인가?
952,임금 주도 경제와 이윤 주도 경제는 어떤 관계를 가지고 있는가?
480,조기상환위험이란 무엇인가?
283,환어음이란 무엇인가?
718,옵션 계약의 특징은 무엇인가?
877,이 금융 상품의 장점은 무엇인가?
225,입금이체란 무엇인가?
26,PF-ABCP란 무엇인가?
954,종업원 주식매수선택권은 어떤 역할을 하는가?
437,프로젝트 파이낸싱이란 무엇인가?
951,소득주도성장이란 무엇인가?
364,환경계정과 관련된 지표는 무엇인가?
229,가상통화란 무엇인가?
37,수출입물가지수란 무엇인가?
965,최근 지적소유권의 변화에 대해 설명해 줄 수 있는가?
374,자연독점이란 무엇인가?
469,디스인플레이션의 예시는 무엇인가?
967,크라우드펀딩이란 무엇인가?
850,투자은행의 주요 업무는 무엇인가?
704,래퍼곡선에 따르면 세율 조정이 조세수입에 미치는 영향은 어떤가?
841,전자지급결제대행이란 무엇인가?
194,순이체한도제란 무엇인가?
854,VaR란 무엇인가?
864,미달러화페그제도의 장단점은 무엇인가?
503,유럽부흥개발은행의 주요 업무는 무엇인가?
969,헤지펀드가 모여 운영되는 방식은 어떤가?
830,보호무역주의란 무엇인가?
579,업무지속계획을 수립하는 데 필요한 단계는 무엇인가?
968,통화안정증권은 어떻게 활용되는가?
162,융통어음은 어떤 것인가?
908,서킷브레이커의 단계별 발동 조건은 무엇인가?
152,레버리지 효과란 무엇인가?
801,순안정자금조달비율이란 무엇인가?
993,외국환업무취급기관은 무엇인가?
755,이 제도를 통해 얻어진 장점은 무엇인가?
111,대출채권 분할매각이란 무엇인가?
226,제조업 생산능력지수와 가동률지수란 무엇인가?
688,"최저임금제가 언제 도입되었고, 어떤 효과가 있는가?"
103,도덕적 해이란 무엇인가?
421,국내총생산은 어떤 종류로 구분되나요?
419,고정분류여신이란 무엇인가?
750,기준금리를 변경한 이유는 무엇인가?
586,자연독점이 형성되는 이유는 무엇인가?
780,한계소비성향이란 무엇인가?
672,부실채권정리기금이란 무엇인가?
119,이 규제는 어떤 특정 조건을 포함하고 있나?
53,고정환율제도의 장점과 단점은 무엇인가?
151,동태적 대손충당금 제도란 무엇인가?
403,기업공개란 무엇을 의미하는가?
945,명목금리와 실질금리는 무엇인가?
207,수요견인 인플레이션이란 무엇인가?
658,헤지펀드의 투자 전략은 무엇인가?
843,중앙은행의 역사적 발전 과정은 어떤가?
762,순상품교역조건지수가 하락하는 것은 어떤 결과를 초래할 수 있는가?
8,유로달러란 무엇인가?
807,원/위안 직거래시장을 개설하기로 합의한 이유는 무엇인가?
36,분수효과란 무엇인가?
452,유동성 리스크란 무엇인가?
651,주당순이익이란 무엇인가?
253,대외지급준비자산의 주요 특징은 무엇인가요?
303,"이 시스템은 어떻게 운영되며, 어떤 기능을 가지고 있는가?"
746,MSCI ACWI는 어떤 지수인가?
571,대기성 여수신제도란 무엇인가?
623,결제리스크는 어떤 요인에 의해 발생할 수 있는가?
732,소득이 증가할 때 소비지출의 변화는 어떻게 나타나는가?
891,한국은 환율조작국으로 분류된 적이 있는가?
262,아시아인프라은행의 설립 배경은 무엇인가?
610,와타나베 부인이란 무엇인가?
297,외국환포지션한도란 무엇인가?
414,중앙거래당사자가 중요한 이유는 무엇인가?
150,담보인정비율이란 무엇인가?
788,일반적으로 고정금리는 변동금리보다 어떤 특징이 있는가?
640,지역 연방준비은행의 주요 기능은 무엇인가?
889,핀테크의 예시에는 어떤 것들이 있는가?
550,신용환산율은 어떤 과정에서 사용되며 어떻게 산정되나?
886,지급수단이란 무엇인가?
488,가산금리란 무엇인가?
147,디플레이션이란 무엇인가?
146,금산분리란 무엇인가?
720,국민총소득(GNI)과 가계처분가능소득의 차이는 무엇인가?
931,1980년대까지의 현지금융 제도의 초점은 무엇이었는가?
739,지방은행공동망이란 무엇인가?
659,화폐의 액면체계란 무엇인가?
348,외부효과가 시장에서 대가 없이 발생할 경우 어떤 문제가 발생할 수 있는가?
463,가교은행을 통한 인수방식의 특징은 무엇인가?
325,출구전략이란 무엇인가?
186,채권시장안정펀드는 무엇인가?
123,선물거래의 특징은 무엇인가?
853,선순위 tranche의 듀레이션이 후순위 tranche보다 짧은 이유는 무엇인가?
608,스태그플레이션이란 무엇인가?
143,환매조건부매매란 무엇인가?
958,전산업생산지수란 무엇인가?
197,외국환포지션의 종류에는 어떤 것이 있는가?
609,대고객 CD와 은행간 CD의 차이점은 무엇인가?
279,외환건전성부담금제도란 무엇인가?
293,"Myron Gordon이 제안한 모형은 무엇이며, 그 기본 가정은 무엇인가?"
400,공매도의 예시는 어떤 것이 있는가?
122,상품수지와 무역수지의 차이는 무엇인가?
183,국제경영개발원은 어떻게 국가의 경쟁력을 평가하는가?
202,집단대출의 종류는 무엇이 있는가?
438,왜 Beyond GDP의 개발이 필요하다고 여겨지는가?
246,명목GDP목표제의 단점은 무엇인가?
415,위험선호경로가 나타내는 현상은 무엇인가?
932,신용평가 제도는 회사채에 어떤 영향을 미치는가?
765,이 법칙이 작용하는 이유는 무엇인가?
906,블록체인과 탈중앙화의 관계는 무엇인가?
835,역모기지론의 상환 방식은 어떻게 이루어지는가?
887,최저임금제란 무엇인가?
129,발행중지화폐와 유통정지화폐의 차이는 무엇인가?
637,신용위험이란 무엇인가?
402,금본위제란 무엇인가?
784,G20 회의의 주요 목적은 무엇인가?
770,우리나라의 통화정책 효과에 대한 연구 결과는 어떤가?
735,유통시장이란 무엇인가?
913,신용연계증권에서 보장매입자와 보장매도자가 각각 어떤 역할을 하나?
219,은행인수어음이란 무엇인가?
641,예약자금이체제도란 무엇인가?
915,양적완화정책이 경제에 미치는 긍정적인 영향은 어떤 것들이 있는가?
752,래퍼곡선의 주요 특징은 무엇인가?
806,업무중단이 발생할 경우 어떤 전략을 개발해야 하는가?
919,유통시장은 어떤 종류로 나뉘는가?
624,고정이하여신비율이란 무엇인가?
874,슈퍼301조란 무엇인가?
760,소비자심리지수란 무엇인가?
386,금융안정위원회의 구조는 어떻게 구성되어 있는가?
972,G7이란 무엇인가?
509,자산가격경로는 무엇을 의미하는가?
267,청산이란 무엇인가?
819,IC카드란 무엇인가?
441,국민소득이란 무엇인가?
496,소비자동향지수(CSI)란 무엇인가?
112,수입징수관과 지출관이란 무엇인가?
691,우리나라 통화승수의 장기추세는 어떻게 변화하고 있는가?
232,레그테크의 핵심 특징에는 무엇이 있는가?
869,비트코인은 어떻게 생성되나요?
607,세계무역기구(WTO)란 무엇인가?
671,무디스는 어떤 방식으로 신용등급을 제공하는가?
373,자본시장통합법에 따라 금융투자업은 어떤 방식으로 구분되는가?
981,기업 간 지급결제 시스템과 개인 간 지급결제 시스템의 차이는 무엇인가?
842,죄수의 딜레마가 시사하는 바는 무엇인가?
233,부가가치란 무엇인가?
785,IC카드는 어떤 용도로 사용될 수 있는가?
676,사회보험에 가입하는 방식은 어떻게 되는가?
317,금융의 탈중개화란 무엇인가?
648,최근 전자금융의 트렌드에는 어떤 변화가 있는가?
410,자기자본비율은 무엇을 나타내는 지표인가?
898,고용률이 낮아지는 경우는 어떤 경우인가?
709,세계무역기구의 조직 구조는 어떻게 구성되어 있는가?
358,수출입물량지수란 무엇인가?
258,경제협력개발기구(OECD)란 무엇인가?
744,최신 금리의 변동에 따라 각각 어떻게 대처할 수 있는가?
627,기준환율과 대고객환율의 차이는 무엇인가?
632,물가지수란 무엇인가?
282,카르텔이란 무엇인가?
376,정부실패가 일어날 수 있는 구체적인 예는 무엇인가?
384,부가가치 통신망의 본래 의미는 무엇인가?
224,은행인수어음의 특징은 무엇인가?
953,스마트계약의 주요 장점은 무엇인가?
814,집중도 지수란 무엇인가?
472,생산유발효과란 무엇인가?
347,아시아개발은행의 주요 기능은 무엇인가?
505,제조업평균가동률갭이란 무엇인가?
639,애그플레이션이란 무엇인가?
987,매입외환은 무엇인가?
928,지주회사의 정의에 따르면 어떤 기준으로 분류되는가?
905,밴드웨건효과란 무엇인가?
619,화폐의 액면체계는 어떻게 구분되는가?
855,결제부족자금 공동분담제란 무엇인가?
803,중앙은행이 통화량을 조절하는 방법은 무엇인가?
645,일물일가의 법칙은 무역에서도 적용될 수 있는가?
846,정부 및 감독당국은 총부채원리금상환비율을 어떻게 활용하고자 하는가?
556,지급결제제도 감시가 필요한 이유는 무엇인가?
957,이슬람금융의 특징은 무엇인가?
577,서킷브레이커란 무엇인가?
795,"환경경제통합계정(SEEA)란 무엇이고, 그 역할은?"
85,범위의 경제란 무엇인가?
242,규모의 경제란 무엇인가?
698,기존의 공식 실업률과 고용보조지표의 차이는 무엇을 의미하나요?
159,금융공황이란 무엇인가?
524,변동금리부채권이란 무엇인가?
35,교환사채란 무엇인가?
540,무엇이 집중도 지수를 높이는 이유인가?
170,커버드본드란 무엇인가?
654,최종대부자 기능이란 무엇인가?
890,현지금융으로 조달한 자금이 국내로 유입될 경우 어떤 우려가 있는가?
857,이 평가의 주요 목적은 무엇인가?
847,캐리트레이드란 무엇인가?
944,명목국내총생산이란 무엇인가?
733,예대율 규제는 왜 필요했는가?
95,긴축정책이란 무엇인가?
563,취업자의 정의는 무엇인가?
240,표면금리란 무엇인가?
742,평가절상과 평가절하의 차이는 무엇인가?
574,디커플링의 예시는 무엇이 있는가?
690,통화스왑 거래의 예시는 어떤 것이 있는가?
460,통화정책이란 무엇인가?
553,이 비율을 어떻게 계산하는가?
888,치앙마이 이니셔티브의 주요 내용은 무엇인가?
206,꼬리위험이란 무엇인가?
392,"아시아개발은행의 가입 자격은 어떻게 되며, 현재 회원국 수는 몇 개인가?"
794,기업공개의 절차는 어떻게 진행되는가?
397,특별인출권이란 무엇인가?
766,자연독점의 특징은 어떤 것이 있는가?
848,통화스왑이란 무엇인가?
217,미달러화페그제도란 무엇인가?
4,파레토최적이란 무엇인가?
768,전자어음이란 무엇인가?
642,우발전환사채란 무엇인가?
929,한국은행은 언제 설립되었으며 그 주된 역할은 무엇인가?
612,자본시장통합법이란 무엇인가?
738,주가지수란 무엇인가?
546,금리평가이론의 현실적 한계는 무엇인가?
725,과거에 금융안정과 관련된 사례는 어떤 것이 있는가?
683,외환당국은 외국환포지션을 어떻게 관리하는가?
98,단일금리방식과 복수금리방식의 차이는 무엇인가?
804,아시아개발은행 회원국 중 투표권 비중이 가장 높은 국가는 어디인가?
727,마이크로 크레디트란 무엇인가?
573,동일인 신용공여한도제란 무엇인가?
406,산업연관표란 무엇인가?
502,대손충당금은 기대 손실과 어떤 관계가 있나요?
47,유동성딜레마란 무엇인가?
32,블록체인이란 무엇인가?
779,한계비용의 변화를 분석하는 이유는 무엇인가?
839,장단기금리차는 경제에 대해 어떤 정보를 제공하는가?
200,직접투자란 무엇인가?
134,배당할인모형이란 무엇인가?
27,비용인상 인플레이션이란 무엇인가?
880,자본생산성과 노동생산성의 차이는 무엇인가?
230,가상통화공개는 무엇인가?
489,간접금융과 직접금융의 차이점은 무엇인가?
772,지정시점처리제도란 무엇인가?
378,채권시가평가란 무엇인가?
288,금융의 탈집중화란 무엇인가?
418,경상수지란 무엇인가?
674,불완전경쟁시장에 대해 설명해줄 수 있나요?
391,시스템적으로 중요한 금융기관이란 무엇인가?
592,테이퍼링이란 무엇인가?
498,스무딩오퍼레이션이란 무엇인가?
138,비트코인이란 무엇인가?
62,혼합형결제시스템이란 무엇인가?
471,상품공동기금의 주요 기능은 무엇인가?
647,NAIRU는 무엇을 의미하는가?
128,CMOS 서비스의 기능과 필요성은 무엇인가?
976,규제 샌드박스의 목적은 무엇인가?
520,담보인정비율 산정 방식은 어떻게 이루어지는가?
838,이 제도의 대출 한도는 어떻게 설정되는가?
962,증권결제와 자금결제의 주요 차이는 무엇인가?
64,긴급수입제한조치란 무엇인가?
812,정부당좌예금계정이란 무엇인가?
14,경기순응성이란 무엇인가?
156,회수의문이란 무엇인가?
40,규제 샌드박스의 장점은 무엇인가?
492,모바일뱅킹을 통해 어떤 서비스가 제공되는가?
379,"최저임금은 어떻게 결정되며, 이를 지키지 않을 경우 어떤 처벌이 있는가?"
187,총고정자본형성이란 무엇인가?
763,"신용위험은 무엇이며, 왜 중요한가?"
216,환가료란 무엇인가?
791,BIS의 주요 기능은 무엇인가?
52,수출경합도지수란 무엇인가?
878,이전소득수지란 무엇인가?
337,"SPV는 어떤 형태로 설립되며, 어떤 제한이 있는가?"
748,경제활동인구와 비경제활동인구의 차이는 무엇인가?
719,위험가구는 어떤 기준으로 구분되는가?
724,국제투자대조표란 무엇인가?
295,연방준비제도란 무엇인가?
701,기업경기실사지수의 높은 비율은 무엇을 나타내는가?
251,고용보조지표란 무엇인가?
726,기대인플레이션이 상승하면 어떤 결과가 발생하는가?
461,환전영업자가 외환을 매도할 수 있는 경우는 언제인가?
455,정규직과 비정규직의 차이는 무엇인가?
996,자본시장통합법의 주요 목적은 무엇인가?
815,DTI와 LTV 규제의 관계는 무엇인가?
862,더블딥이란 무엇인가?
269,바젤Ⅲ가 도입된 이유는 무엇인가?
201,진성어음이란 무엇인가?
161,브레튼우즈체제가 생긴 배경은 무엇인가?
555,콜옵션과 풋옵션의 차이는 무엇인가?
729,빅맥지수를 이용하는 이유는 무엇인가?
401,국내공급물가지수란 무엇인가?
702,매매기준율에 대해 설명해줄 수 있는가?
476,"인적자본 개념은 누가 제안하였으며, 그 주장은 무엇인가?"
821,금융계정의 역할은 무엇인가?
771,정크본드 시장은 어떻게 형성되었는가?
105,소득교역조건지수란 무엇인가?
565,국내공급물가지수의 특징은 무엇인가?
389,부가가치계수는 어떤 의미를 가지는가?
1,매매보호 서비스란 무엇인가?
937,금융안정의 개념이 주목받게 된 것은 언제부터인가?
982,기업경기실사지수는 어떻게 작성되는가?
561,CMO란 무엇인가?
80,자금관리서비스(CMS)공동망이란 무엇인가?
205,기회비용이란 무엇인가?
34,거액익스포저 규제란 무엇인가?
775,출자총액제한제도의 제한은 어떤 조건에서 적용되는가?
508,자금공급자는 크라우드펀딩을 통해 어떤 이점과 리스크를 경험할 수 있는가?
427,시설대여업의 정의는 무엇인가?
454,전자금융공동망이란 무엇인가?
366,가동률이란 무엇인가?
91,전방연쇄효과란 무엇인가?
339,가상통화공개와 기업공개는 어떤 차이가 있는가?
897,국민계정체계에서 간접세와 직접세 대신 사용되는 용어는 무엇인가?
564,국고전산망이란 무엇인가?
345,발행시장 참여자는 어떤 주체가 있는가?
776,"신탁회사는 SPV로 활용되는데, 그 방식은 무엇인가?"
241,경영평가지표란 무엇인가?
13,사전담보제란 무엇인가?
315,경영지도비율이란 무엇인가?
600,과점이란 무엇인가?
387,동남아시아국가연합+한･중･일(ASEAN+3)란 무엇인가?
273,"CMI 다자화 협정은 언제 발효되었고, 그 목적은 무엇인가?"
166,전자화폐공동망이란 무엇인가?
840,우리나라의 주요 공인인증기관에는 어떤 곳들이 있는가?
992,경기대응완충자본의 기능은 무엇인가?
646,자산유동화증권의 종류는 어떤 것들이 있는가?
818,G20은 어떤 조직인가?
484,중앙은행이 최종대부자 기능을 수행하는 이유는 무엇인가?
980,기본자본이란 무엇인가?
504,전자정보교환제도란 무엇인가?
831,스마트계약이 계약 실행을 어떻게 개선하는가?
243,도드-프랭크법은 어떤 주요 내용들을 포함하고 있는가?
566,국내총생산이란 무엇인가?
875,스왑레이트가 금융기관의 자금사정을 어떻게 나타내는가?
562,일반증액과 특별증액의 차이는 무엇인가?
686,자유무역협정과 세계무역기구(WTO)의 다자간무역협정의 차이점은 무엇인가?
189,통화유통속도가 결정되는 요인은 무엇인가?
782,자동차의 수요가 다른 산업에 미치는 영향은 어떤 방식으로 이해할 수 있는가?
699,국민계정체계에서 기록되는 내용은 어떤 것인가?
475,외환보유액이란 무엇인가?
681,신용평가 제도가 어떻게 발전해 왔는가?
510,특별인출권의 도입 이유는 무엇인가?
58,낙수효과란 무엇인가?
474,수확체감의 법칙이란 무엇인가?
560,Beyond GDP란 무엇인가?
856,경기동향지수란 무엇인가?
747,결제완결성이란 무엇인가?
252,한국에서 녹색GDP와 관련하여 어떤 계획이 진행되고 있는가?
21,경기란 무엇인가?
313,예를 들어 NDF 계약의 결제 과정은 어떻게 이루어지는가?
459,테이퍼링과 대차대조표 정상화는 어떻게 다른가?
160,대량지급이란 무엇인가?
276,경기종합지수는 어떻게 구분되는가?
955,지급준비율이 신용창조에 미치는 영향은 무엇인가?
191,세계경제포럼에서는 어떻게 국가경쟁력을 평가하는가?
385,공매도란 무엇인가?
805,어음관리계좌(CMA)의 발전 과정은 어떻게 되는가?
413,정크본드란 무엇인가?
491,단기금융시장이 중요한 이유는 무엇인가?
343,금융안정은 왜 중요한가?
769,전자어음만의 특징은 무엇인가?
308,완충자본이란 무엇인가?
661,후순위금융채란 무엇인가?
130,유동성 함정이란 무엇인가?
663,가계부실위험지수가 어떻게 설정되는가?
871,2016년 기준으로 상품공동기금의 가맹국 수와 출자금액은 얼마인가?
99,지급이란 무엇인가?
372,순상품교역조건지수가 상승하면 어떤 의미인가?
87,차입매수란 무엇인가?
458,금융시장 인프라에는 어떤 기관들이 포함되는가?
330,기업이 글로벌가치사슬 접근법을 이용하는 이유는 무엇인가?
214,Treasury Bill(T/B)란 무엇인가?
466,"한국에서 금융사이클은 언제부터 언제까지 측정되었고, 그 결과는 어땠는가?"
121,기저효과란 무엇인가?
614,분리결제와 증권대금동시결제(DVP)의 차이는 무엇인가?
20,자연실업률과 인플레이션의 관계는 어떻게 설명될 수 있는가?
700,OECD는 국민부담률을 산출하는 데 어떤 방식을 사용하는가?
71,워크아웃이란 무엇인가?
106,보험회사의 경우 이 비율이 어떻게 활용되는가?
270,외환보유액은 무엇에 해당하나요?
860,국부펀드의 설립이 주로 이루어진 지역은 어디인가?
435,물가안정목표제에서 중앙은행의 역할은 무엇인가?
102,현금자동인출기 공동망이란 무엇인가?
